application_id,customer_id,broker_id,brand,application_channel,submitted_date,loan_amount,property_value,lvr,interest_rate,approved,lvr_bin,rate_bin,month
18370,9527,302,Loan Market,Online,2020-10-29,62148.0,95520.0,0.6506281407035176,4.84,1,"(0.65, 0.7]","(4.5, 5.0]",10
18371,6256,43,Lendi,Online,2021-11-29,336472.0,496429.0,0.6777847386031034,5.14,1,"(0.65, 0.7]","(5.0, 5.5]",11
18372,239,283,Aussie,Broker,2024-10-31,164090.0,198298.0,0.8274919565502425,4.69,0,"(0.8, 0.85]","(4.5, 5.0]",10
18373,3216,85,Aussie,Broker,2018-09-23,240699.0,339110.0,0.7097962313113739,3.95,1,"(0.7, 0.75]","(3.5, 4.0]",9
18374,7542,217,Aussie,Broker,2018-02-26,390676.0,483935.0,0.8072902352588675,4.47,0,"(0.8, 0.85]","(4.0, 4.5]",2
18375,3648,158,Mortgage Choice,Broker,2018-10-08,347420.0,386517.0,0.8988479161330549,4.97,1,"(0.85, 0.9]","(4.5, 5.0]",10
18376,5409,350,Loan Market,Broker,2022-05-22,1140059.0,1471955.0,0.7745202808509771,4.5,1,"(0.75, 0.8]","(4.0, 4.5]",5
18377,9809,127,Mortgage Choice,Online,2017-07-26,221139.0,281978.0,0.7842420330664094,4.29,1,"(0.75, 0.8]","(4.0, 4.5]",7
18378,6341,191,Lendi,Online,2024-09-23,316420.0,413263.0,0.7656625441909873,5.09,0,"(0.75, 0.8]","(5.0, 5.5]",9
18379,2430,266,Mortgage Choice,Online,2019-04-14,104598.0,145547.0,0.7186544552618742,5.13,1,"(0.7, 0.75]","(5.0, 5.5]",4
18380,3653,387,Aussie,Broker,2021-02-09,138705.0,211529.0,0.6557256924582445,4.15,0,"(0.65, 0.7]","(4.0, 4.5]",2
18381,9914,461,Lendi,Broker,2024-03-20,140671.0,157482.0,0.8932512922111734,4.93,1,"(0.85, 0.9]","(4.5, 5.0]",3
18382,6308,60,Aussie,Online,2024-02-25,170104.0,228822.0,0.743390058648207,4.77,0,"(0.7, 0.75]","(4.5, 5.0]",2
18383,9465,283,Aussie,Broker,2017-08-14,372048.0,422415.0,0.8807641774084727,5.28,0,"(0.85, 0.9]","(5.0, 5.5]",8
18384,5141,466,Aussie,Broker,2019-03-15,400658.0,590986.0,0.6779483777957515,4.93,1,"(0.65, 0.7]","(4.5, 5.0]",3
18385,2879,379,Mortgage Choice,Broker,2022-01-01,238298.0,376718.0,0.6325633497735706,4.39,1,"(0.6, 0.65]","(4.0, 4.5]",1
18386,1536,429,Aussie,Broker,2022-02-01,489194.0,618401.0,0.7910627570136529,5.03,1,"(0.75, 0.8]","(5.0, 5.5]",2
18387,8728,62,Aussie,Online,2024-06-30,137164.0,160351.0,0.855398469607299,4.42,1,"(0.85, 0.9]","(4.0, 4.5]",6
18388,6255,408,Lendi,Broker,2022-11-24,377667.0,472873.0,0.7986647577679419,4.88,1,"(0.75, 0.8]","(4.5, 5.0]",11
18389,949,302,Loan Market,Online,2018-05-31,141359.0,171792.0,0.8228497252491385,5.12,1,"(0.8, 0.85]","(5.0, 5.5]",5
18390,3942,126,Aussie,Broker,2022-01-21,407126.0,520270.0,0.7825283026121053,4.17,1,"(0.75, 0.8]","(4.0, 4.5]",1
18391,9214,462,Loan Market,Broker,2017-07-06,159006.0,192989.0,0.823912243703009,4.09,1,"(0.8, 0.85]","(4.0, 4.5]",7
18392,6604,487,Lendi,Broker,2024-01-24,174497.0,248097.0,0.7033418380713995,5.35,0,"(0.7, 0.75]","(5.0, 5.5]",1
18393,8626,172,Lendi,Online,2023-05-12,319481.0,445680.0,0.7168394363669001,4.16,1,"(0.7, 0.75]","(4.0, 4.5]",5
18394,1404,63,Mortgage Choice,Broker,2024-01-31,220770.0,264688.0,0.834076346490963,5.16,1,"(0.8, 0.85]","(5.0, 5.5]",1
18395,7820,260,Lendi,Broker,2022-06-22,162395.0,193226.0,0.8404407274383364,4.48,1,"(0.8, 0.85]","(4.0, 4.5]",6
18396,3512,16,Lendi,Broker,2018-10-10,219975.0,352087.0,0.6247745585608102,4.61,1,"(0.6, 0.65]","(4.5, 5.0]",10
18397,2936,179,Smartline,Broker,2022-08-28,147786.0,244241.0,0.6050826847253328,3.93,0,"(0.6, 0.65]","(3.5, 4.0]",8
18398,4879,330,Lendi,Online,2017-10-12,113728.0,142168.0,0.7999549828372067,4.75,0,"(0.75, 0.8]","(4.5, 5.0]",10
18399,7507,368,Smartline,Online,2019-10-11,280382.0,448375.0,0.6253292444940062,4.91,0,"(0.6, 0.65]","(4.5, 5.0]",10
18400,7592,101,Lendi,Broker,2018-10-12,450609.0,691732.0,0.6514213597173472,4.46,0,"(0.65, 0.7]","(4.0, 4.5]",10
18401,5061,475,Loan Market,Broker,2021-11-03,134350.0,203819.0,0.6591632772214563,3.63,1,"(0.65, 0.7]","(3.5, 4.0]",11
18402,3334,176,Lendi,Online,2024-12-09,228241.0,303189.0,0.7528010580858804,4.58,1,"(0.75, 0.8]","(4.5, 5.0]",12
18403,1603,193,Smartline,Online,2023-04-24,145548.0,220415.0,0.6603361840165143,4.31,0,"(0.65, 0.7]","(4.0, 4.5]",4
18404,8421,453,Aussie,Broker,2020-05-27,209749.0,320588.0,0.6542634159731493,4.07,1,"(0.65, 0.7]","(4.0, 4.5]",5
18405,2197,461,Lendi,Broker,2024-05-15,133642.0,221557.0,0.6031946632243621,4.2,1,"(0.6, 0.65]","(4.0, 4.5]",5
18406,111,301,Lendi,Online,2022-05-22,240063.0,289245.0,0.8299642171861225,5.24,1,"(0.8, 0.85]","(5.0, 5.5]",5
18407,9437,387,Aussie,Broker,2023-08-02,316276.0,493591.0,0.6407653299999392,5.5,1,"(0.6, 0.65]","(5.0, 5.5]",8
18408,6024,273,Mortgage Choice,Broker,2017-09-13,628487.0,815552.0,0.7706277466059798,5.03,1,"(0.75, 0.8]","(5.0, 5.5]",9
18409,4160,467,Aussie,Broker,2024-04-09,460630.0,667667.0,0.6899097903595655,4.1,1,"(0.65, 0.7]","(4.0, 4.5]",4
18410,3868,421,Mortgage Choice,Broker,2020-07-21,364199.0,556117.0,0.6548963617368287,3.94,1,"(0.65, 0.7]","(3.5, 4.0]",7
18411,9570,261,Loan Market,Online,2023-07-10,112810.0,160229.0,0.7040548215366756,4.05,1,"(0.7, 0.75]","(4.0, 4.5]",7
18412,7642,175,Loan Market,Broker,2022-01-11,301261.0,444837.0,0.6772390785838408,4.51,1,"(0.65, 0.7]","(4.5, 5.0]",1
18413,5005,234,Aussie,Broker,2022-08-07,693019.0,949377.0,0.7299723924215564,4.62,0,"(0.7, 0.75]","(4.5, 5.0]",8
18414,9964,300,Lendi,Online,2022-08-25,158638.0,196566.0,0.8070469969374154,4.82,1,"(0.8, 0.85]","(4.5, 5.0]",8
18415,8205,216,Lendi,Broker,2017-06-28,271669.0,441539.0,0.6152774726581344,4.31,1,"(0.6, 0.65]","(4.0, 4.5]",6
18416,7078,491,Aussie,Broker,2020-11-27,144009.0,219868.0,0.6549793512471119,4.05,1,"(0.65, 0.7]","(4.0, 4.5]",11
18417,3262,417,Aussie,Online,2017-03-29,243838.0,390714.0,0.624083088909023,4.11,1,"(0.6, 0.65]","(4.0, 4.5]",3
18418,663,247,Aussie,Online,2022-11-12,597814.0,671442.0,0.8903434697263501,4.87,0,"(0.85, 0.9]","(4.5, 5.0]",11
18419,8886,21,Loan Market,Online,2019-04-25,150048.0,194319.0,0.7721735908480385,5.22,1,"(0.75, 0.8]","(5.0, 5.5]",4
18420,3391,451,Mortgage Choice,Broker,2017-01-28,321226.0,379654.0,0.8461019770633261,4.56,1,"(0.8, 0.85]","(4.5, 5.0]",1
18421,9374,324,Aussie,Online,2022-07-27,79933.0,117548.0,0.6800030625786913,4.38,1,"(0.65, 0.7]","(4.0, 4.5]",7
18422,3019,243,Smartline,Online,2024-07-07,550899.0,634223.0,0.868620343317729,5.61,1,"(0.85, 0.9]","(5.5, 6.5]",7
18423,9697,288,Loan Market,Broker,2022-10-24,242096.0,306957.0,0.7886967881494802,4.94,1,"(0.75, 0.8]","(4.5, 5.0]",10
18424,1903,280,Mortgage Choice,Broker,2017-02-23,225789.0,312817.0,0.7217926135727918,4.42,1,"(0.7, 0.75]","(4.0, 4.5]",2
18425,4172,244,Aussie,Online,2017-11-17,290142.0,371897.0,0.7801676270580296,4.19,1,"(0.75, 0.8]","(4.0, 4.5]",11
18426,329,163,Loan Market,Broker,2024-09-08,183588.0,287647.0,0.6382406213171005,4.92,1,"(0.6, 0.65]","(4.5, 5.0]",9
18427,9632,146,Lendi,Broker,2024-05-01,277420.0,399773.0,0.6939438131139422,4.61,1,"(0.65, 0.7]","(4.5, 5.0]",5
18428,6296,67,Lendi,Online,2021-12-01,280023.0,367596.0,0.7617683543890575,4.77,1,"(0.75, 0.8]","(4.5, 5.0]",12
18429,3847,103,Aussie,Broker,2020-06-07,122469.0,154606.0,0.7921361396064835,5.06,1,"(0.75, 0.8]","(5.0, 5.5]",6
18430,225,310,Aussie,Broker,2021-12-31,464068.0,697818.0,0.665027270721019,4.49,1,"(0.65, 0.7]","(4.0, 4.5]",12
18431,2521,410,Lendi,Broker,2017-11-28,466662.0,519923.0,0.8975598309749713,4.76,1,"(0.85, 0.9]","(4.5, 5.0]",11
18432,8065,444,Aussie,Online,2021-09-14,224666.0,264337.0,0.8499226366342963,5.04,0,"(0.8, 0.85]","(5.0, 5.5]",9
18433,3715,125,Lendi,Online,2017-11-13,382903.0,494711.0,0.7739933011394531,4.19,0,"(0.75, 0.8]","(4.0, 4.5]",11
18434,2408,117,Mortgage Choice,Online,2022-11-19,256757.0,287845.0,0.8919974291719501,4.53,1,"(0.85, 0.9]","(4.5, 5.0]",11
18435,6684,472,Smartline,Online,2023-04-15,382031.0,506819.0,0.7537819221457759,4.8,0,"(0.75, 0.8]","(4.5, 5.0]",4
18436,811,251,Aussie,Broker,2022-06-26,429587.0,485877.0,0.8841476340719976,5.68,0,"(0.85, 0.9]","(5.5, 6.5]",6
18437,6753,321,Loan Market,Broker,2024-12-18,205838.0,249341.0,0.8255280920506455,5.18,1,"(0.8, 0.85]","(5.0, 5.5]",12
18438,3118,435,Lendi,Online,2024-12-27,212290.0,319135.0,0.6652043805912858,4.15,1,"(0.65, 0.7]","(4.0, 4.5]",12
18439,4774,370,Lendi,Broker,2017-08-09,239816.0,332312.0,0.7216591636775079,5.04,1,"(0.7, 0.75]","(5.0, 5.5]",8
18440,3291,226,Lendi,Broker,2020-09-24,342288.0,504220.0,0.6788465352425529,4.73,1,"(0.65, 0.7]","(4.5, 5.0]",9
18441,2252,188,Loan Market,Broker,2017-05-28,290082.0,355261.0,0.816532070787393,5.06,0,"(0.8, 0.85]","(5.0, 5.5]",5
18442,4662,187,Mortgage Choice,Broker,2022-04-07,291676.0,351422.0,0.8299878778221056,5.39,1,"(0.8, 0.85]","(5.0, 5.5]",4
18443,4607,76,Mortgage Choice,Broker,2021-09-29,359525.0,446472.0,0.8052576645343941,4.6,1,"(0.8, 0.85]","(4.5, 5.0]",9
18444,9116,273,Mortgage Choice,Online,2024-03-13,319220.0,418005.0,0.7636750756569898,4.49,0,"(0.75, 0.8]","(4.0, 4.5]",3
18445,6422,469,Lendi,Broker,2018-04-23,269842.0,374458.0,0.7206202030668326,4.77,0,"(0.7, 0.75]","(4.5, 5.0]",4
18446,3053,149,Lendi,Broker,2021-12-29,332125.0,370973.0,0.895280788628822,5.12,1,"(0.85, 0.9]","(5.0, 5.5]",12
18447,8208,195,Aussie,Online,2020-04-24,265321.0,436093.0,0.6084046292877895,4.47,1,"(0.6, 0.65]","(4.0, 4.5]",4
18448,4452,364,Loan Market,Online,2017-06-19,411879.0,646432.0,0.6371575045789812,4.4,1,"(0.6, 0.65]","(4.0, 4.5]",6
18449,4926,284,Lendi,Online,2022-01-01,141784.0,181863.0,0.7796198237134546,5.13,1,"(0.75, 0.8]","(5.0, 5.5]",1
18450,2647,473,Lendi,Online,2021-04-17,272018.0,329022.0,0.8267471476071508,4.45,1,"(0.8, 0.85]","(4.0, 4.5]",4
18451,9294,44,Smartline,Broker,2023-10-22,200589.0,226072.0,0.8872792738596553,5.42,1,"(0.85, 0.9]","(5.0, 5.5]",10
18452,9283,454,Smartline,Broker,2017-10-28,148839.0,199212.0,0.747138726582736,4.97,1,"(0.7, 0.75]","(4.5, 5.0]",10
18453,2907,446,Smartline,Online,2024-06-28,139131.0,204676.0,0.6797621606832261,3.9,1,"(0.65, 0.7]","(3.5, 4.0]",6
18454,1747,170,Loan Market,Broker,2022-02-21,184834.0,215174.0,0.8589978343108368,4.69,0,"(0.85, 0.9]","(4.5, 5.0]",2
18455,4310,94,Loan Market,Online,2023-01-01,295999.0,404274.0,0.7321742184755884,4.11,1,"(0.7, 0.75]","(4.0, 4.5]",1
18456,9913,224,Aussie,Online,2018-06-07,115583.0,180960.0,0.6387212643678161,4.25,1,"(0.6, 0.65]","(4.0, 4.5]",6
18457,449,278,Loan Market,Online,2021-02-18,564008.0,745427.0,0.7566240557425475,4.8,1,"(0.75, 0.8]","(4.5, 5.0]",2
18458,3013,38,Lendi,Online,2024-05-30,164346.0,216914.0,0.7576551075541459,4.39,1,"(0.75, 0.8]","(4.0, 4.5]",5
18459,1569,270,Aussie,Online,2023-12-08,164097.0,245373.0,0.6687655120979081,4.5,1,"(0.65, 0.7]","(4.0, 4.5]",12
18460,3492,482,Loan Market,Broker,2019-04-02,208640.0,324683.0,0.6425960090303465,3.97,0,"(0.6, 0.65]","(3.5, 4.0]",4
18461,7311,235,Lendi,Online,2017-07-14,313898.0,488368.0,0.6427489106575369,5.01,0,"(0.6, 0.65]","(5.0, 5.5]",7
18462,6884,111,Aussie,Broker,2018-04-11,230910.0,272620.0,0.8470031545741324,5.13,1,"(0.8, 0.85]","(5.0, 5.5]",4
18463,5985,378,Lendi,Online,2023-12-13,281130.0,374684.0,0.750312263133734,4.39,1,"(0.75, 0.8]","(4.0, 4.5]",12
18464,9240,410,Lendi,Broker,2017-04-10,505672.0,615993.0,0.8209054323669263,5.05,1,"(0.8, 0.85]","(5.0, 5.5]",4
18465,7089,168,Lendi,Broker,2017-04-26,318344.0,358196.0,0.888742476186222,5.15,1,"(0.85, 0.9]","(5.0, 5.5]",4
18466,4769,54,Smartline,Online,2018-01-15,213545.0,254949.0,0.8375988923274851,4.05,1,"(0.8, 0.85]","(4.0, 4.5]",1
18467,1065,397,Mortgage Choice,Broker,2021-06-07,114509.0,176960.0,0.6470897377938517,4.37,1,"(0.6, 0.65]","(4.0, 4.5]",6
18468,3822,127,Mortgage Choice,Broker,2024-11-11,318272.0,438411.0,0.725967186042321,4.76,1,"(0.7, 0.75]","(4.5, 5.0]",11
18469,8760,478,Loan Market,Online,2022-10-12,190017.0,253756.0,0.7488177619445452,4.57,1,"(0.7, 0.75]","(4.5, 5.0]",10
18470,1437,275,Loan Market,Online,2022-12-20,285645.0,352483.0,0.8103795076641994,5.45,1,"(0.8, 0.85]","(5.0, 5.5]",12
18471,6098,42,Aussie,Broker,2020-06-25,194926.0,219148.0,0.8894719550258273,5.32,1,"(0.85, 0.9]","(5.0, 5.5]",6
18472,2484,41,Lendi,Online,2023-09-09,211853.0,309041.0,0.6855174556126857,4.26,1,"(0.65, 0.7]","(4.0, 4.5]",9
18473,7720,50,Lendi,Online,2024-05-14,301081.0,350762.0,0.8583626504581454,4.15,1,"(0.85, 0.9]","(4.0, 4.5]",5
18474,4801,487,Lendi,Broker,2020-12-05,261306.0,420344.0,0.6216479835563253,4.57,1,"(0.6, 0.65]","(4.5, 5.0]",12
18475,6383,387,Aussie,Broker,2022-03-18,431843.0,501215.0,0.8615923306365532,4.06,1,"(0.85, 0.9]","(4.0, 4.5]",3
18476,4830,159,Lendi,Online,2020-12-22,602351.0,745131.0,0.8083826870711325,4.86,1,"(0.8, 0.85]","(4.5, 5.0]",12
18477,6154,332,Mortgage Choice,Broker,2024-06-10,341070.0,560453.0,0.6085612888145839,4.29,1,"(0.6, 0.65]","(4.0, 4.5]",6
18478,2795,399,Mortgage Choice,Broker,2024-08-07,378969.0,483856.0,0.7832268278165404,4.19,0,"(0.75, 0.8]","(4.0, 4.5]",8
18479,7613,182,Lendi,Online,2022-05-21,488057.0,554986.0,0.8794041651501119,4.22,1,"(0.85, 0.9]","(4.0, 4.5]",5
18480,1098,181,Aussie,Broker,2024-02-07,330103.0,452339.0,0.7297690448977426,4.32,1,"(0.7, 0.75]","(4.0, 4.5]",2
18481,1639,429,Aussie,Online,2023-08-20,73922.0,116379.0,0.6351833234518255,4.02,0,"(0.6, 0.65]","(4.0, 4.5]",8
18482,9851,166,Mortgage Choice,Broker,2019-04-24,331586.0,369832.0,0.8965854766488568,5.09,1,"(0.85, 0.9]","(5.0, 5.5]",4
18483,9318,232,Loan Market,Online,2017-10-25,210207.0,289935.0,0.7250142273268146,4.02,1,"(0.7, 0.75]","(4.0, 4.5]",10
18484,8456,206,Lendi,Online,2017-10-23,488242.0,643821.0,0.7583505353195997,5.33,1,"(0.75, 0.8]","(5.0, 5.5]",10
18485,161,355,Lendi,Broker,2017-04-25,323652.0,363575.0,0.8901932201058929,4.15,0,"(0.85, 0.9]","(4.0, 4.5]",4
18486,9449,464,Loan Market,Broker,2023-12-16,622218.0,802406.0,0.7754403631079528,4.98,1,"(0.75, 0.8]","(4.5, 5.0]",12
18487,5907,50,Lendi,Online,2024-07-29,216797.0,270033.0,0.8028537252854281,4.96,0,"(0.8, 0.85]","(4.5, 5.0]",7
18488,8503,408,Lendi,Broker,2024-05-23,270506.0,332732.0,0.812984624262169,5.16,1,"(0.8, 0.85]","(5.0, 5.5]",5
18489,8419,401,Lendi,Broker,2024-04-20,243078.0,294267.0,0.8260457339762869,3.7,1,"(0.8, 0.85]","(3.5, 4.0]",4
18490,8465,146,Lendi,Broker,2022-03-24,460854.0,548604.0,0.8400485596167727,4.6,1,"(0.8, 0.85]","(4.5, 5.0]",3
18491,7082,298,Lendi,Broker,2022-01-01,125256.0,201236.0,0.6224333618239282,4.05,1,"(0.6, 0.65]","(4.0, 4.5]",1
18492,4413,145,Aussie,Broker,2023-09-23,327673.0,372228.0,0.8803018580010101,4.93,1,"(0.85, 0.9]","(4.5, 5.0]",9
18493,3158,16,Lendi,Broker,2019-10-23,172403.0,225775.0,0.763605359317905,4.86,1,"(0.75, 0.8]","(4.5, 5.0]",10
18494,2339,85,Aussie,Broker,2019-02-25,126889.0,166925.0,0.76015575857421,4.58,1,"(0.75, 0.8]","(4.5, 5.0]",2
18495,5589,216,Lendi,Broker,2017-02-04,314015.0,369144.0,0.850657196107752,4.69,1,"(0.85, 0.9]","(4.5, 5.0]",2
18496,1602,482,Loan Market,Broker,2021-12-06,391100.0,565150.0,0.6920286649562063,4.67,0,"(0.65, 0.7]","(4.5, 5.0]",12
18497,5889,52,Mortgage Choice,Broker,2023-09-09,195643.0,245543.0,0.7967769392733656,5.15,0,"(0.75, 0.8]","(5.0, 5.5]",9
18498,3719,36,Mortgage Choice,Broker,2019-12-27,648519.0,932982.0,0.6951034425101449,4.19,1,"(0.65, 0.7]","(4.0, 4.5]",12
18499,5547,107,Aussie,Online,2017-12-27,196651.0,237427.0,0.8282587911231662,4.3,1,"(0.8, 0.85]","(4.0, 4.5]",12
18500,1926,219,Loan Market,Online,2023-11-11,212026.0,290492.0,0.7298858488357682,5.43,1,"(0.7, 0.75]","(5.0, 5.5]",11
18501,8759,423,Lendi,Broker,2017-10-21,194501.0,296501.0,0.6559876695188211,5.03,1,"(0.65, 0.7]","(5.0, 5.5]",10
18502,2916,337,Mortgage Choice,Broker,2020-05-11,400936.0,459439.0,0.8726642709913612,4.89,1,"(0.85, 0.9]","(4.5, 5.0]",5
18503,6899,409,Smartline,Broker,2024-03-25,465061.0,563033.0,0.825992437388217,5.33,1,"(0.8, 0.85]","(5.0, 5.5]",3
18504,8444,371,Lendi,Broker,2019-08-13,188431.0,311840.0,0.6042553873781427,5.17,0,"(0.6, 0.65]","(5.0, 5.5]",8
18505,5653,486,Smartline,Broker,2023-06-03,102238.0,165074.0,0.6193464749142809,3.75,1,"(0.6, 0.65]","(3.5, 4.0]",6
18506,3502,298,Lendi,Online,2021-12-21,243195.0,340745.0,0.7137155350775507,4.16,0,"(0.7, 0.75]","(4.0, 4.5]",12
18507,7275,254,Aussie,Broker,2019-08-04,187153.0,224395.0,0.8340337351545266,5.0,0,"(0.8, 0.85]","(4.5, 5.0]",8
18508,1603,405,Aussie,Online,2017-09-18,202313.0,296305.0,0.6827863181519043,4.59,1,"(0.65, 0.7]","(4.5, 5.0]",9
18509,7360,68,Mortgage Choice,Broker,2024-10-07,85550.0,95349.0,0.8972301754606761,4.96,1,"(0.85, 0.9]","(4.5, 5.0]",10
18510,514,473,Lendi,Broker,2021-03-22,210742.0,240649.0,0.8757235641951556,4.75,1,"(0.85, 0.9]","(4.5, 5.0]",3
18511,8634,187,Mortgage Choice,Broker,2021-12-06,1027447.0,1195554.0,0.8593898728121022,4.21,1,"(0.85, 0.9]","(4.0, 4.5]",12
18512,8193,124,Lendi,Online,2020-11-17,336731.0,558664.0,0.6027433305170907,4.54,1,"(0.6, 0.65]","(4.5, 5.0]",11
18513,6502,30,Lendi,Online,2018-02-06,142029.0,159726.0,0.8892040118703279,4.57,0,"(0.85, 0.9]","(4.5, 5.0]",2
18514,903,185,Aussie,Online,2024-11-14,345214.0,444046.0,0.7774284646185305,4.99,1,"(0.75, 0.8]","(4.5, 5.0]",11
18515,5720,289,Aussie,Broker,2017-12-02,334372.0,430120.0,0.777392355621687,4.63,1,"(0.75, 0.8]","(4.5, 5.0]",12
18516,9413,359,Smartline,Broker,2022-09-08,215223.0,341844.0,0.6295942008635518,4.37,1,"(0.6, 0.65]","(4.0, 4.5]",9
18517,8149,474,Smartline,Broker,2022-01-17,175758.0,224516.0,0.7828306223164496,4.89,0,"(0.75, 0.8]","(4.5, 5.0]",1
18518,2322,473,Lendi,Online,2022-05-16,318496.0,419843.0,0.7586073841888515,4.5,1,"(0.75, 0.8]","(4.0, 4.5]",5
18519,856,53,Smartline,Broker,2024-10-22,470915.0,617652.0,0.7624277101021287,4.31,1,"(0.75, 0.8]","(4.0, 4.5]",10
18520,1018,400,Mortgage Choice,Broker,2019-04-24,263807.0,401270.0,0.6574301592443991,4.47,1,"(0.65, 0.7]","(4.0, 4.5]",4
18521,5280,177,Loan Market,Online,2021-06-29,418161.0,548090.0,0.7629422175190206,5.2,1,"(0.75, 0.8]","(5.0, 5.5]",6
18522,7713,472,Smartline,Broker,2017-02-14,332696.0,535139.0,0.6217001564079613,4.12,0,"(0.6, 0.65]","(4.0, 4.5]",2
18523,4681,133,Lendi,Online,2020-01-30,361519.0,596157.0,0.6064157596069492,3.92,1,"(0.6, 0.65]","(3.5, 4.0]",1
18524,7073,362,Loan Market,Broker,2020-06-03,446606.0,672646.0,0.6639539966044546,4.39,1,"(0.65, 0.7]","(4.0, 4.5]",6
18525,6625,487,Lendi,Broker,2023-10-03,159296.0,189523.0,0.8405101227819315,4.48,0,"(0.8, 0.85]","(4.0, 4.5]",10
18526,196,77,Mortgage Choice,Broker,2018-09-08,1190034.0,1523610.0,0.7810620828164688,4.74,1,"(0.75, 0.8]","(4.5, 5.0]",9
18527,4695,350,Loan Market,Online,2023-04-29,235140.0,270808.0,0.8682904493220289,4.82,1,"(0.85, 0.9]","(4.5, 5.0]",4
18528,9525,60,Aussie,Broker,2019-02-04,112583.0,157086.0,0.7166965865831455,3.91,0,"(0.7, 0.75]","(3.5, 4.0]",2
18529,4652,455,Lendi,Online,2021-08-28,123224.0,174797.0,0.7049548905301578,4.85,0,"(0.7, 0.75]","(4.5, 5.0]",8
18530,6992,367,Smartline,Broker,2023-05-29,259686.0,320594.0,0.8100151593604372,4.36,1,"(0.8, 0.85]","(4.0, 4.5]",5
18531,9710,465,Smartline,Online,2021-01-19,143373.0,198544.0,0.722122048513176,4.07,0,"(0.7, 0.75]","(4.0, 4.5]",1
18532,2698,311,Aussie,Online,2018-06-18,444558.0,622311.0,0.7143662895240482,4.97,1,"(0.7, 0.75]","(4.5, 5.0]",6
18533,1058,91,Lendi,Broker,2019-12-29,198126.0,267805.0,0.7398144172065495,3.93,1,"(0.7, 0.75]","(3.5, 4.0]",12
18534,5208,419,Loan Market,Broker,2021-05-24,86909.0,136990.0,0.6344185706985911,3.87,1,"(0.6, 0.65]","(3.5, 4.0]",5
18535,2793,453,Aussie,Broker,2020-06-23,311497.0,471359.0,0.6608487373742731,4.34,1,"(0.65, 0.7]","(4.0, 4.5]",6
18536,421,298,Lendi,Online,2018-07-29,220791.0,282704.0,0.780997085290622,4.67,0,"(0.75, 0.8]","(4.5, 5.0]",7
18537,2815,325,Smartline,Broker,2017-08-25,389562.0,497820.0,0.7825358563336146,5.38,0,"(0.75, 0.8]","(5.0, 5.5]",8
18538,2841,280,Mortgage Choice,Broker,2023-08-08,249937.0,321639.0,0.7770730539517907,4.54,1,"(0.75, 0.8]","(4.5, 5.0]",8
18539,1032,199,Smartline,Online,2018-06-15,561323.0,850566.0,0.6599405572289511,4.22,1,"(0.65, 0.7]","(4.0, 4.5]",6
18540,7640,455,Lendi,Broker,2024-08-22,232332.0,317969.0,0.7306750029090886,5.09,1,"(0.7, 0.75]","(5.0, 5.5]",8
18541,1492,118,Lendi,Broker,2023-11-18,369325.0,421459.0,0.8763011348672113,4.31,1,"(0.85, 0.9]","(4.0, 4.5]",11
18542,4976,183,Smartline,Broker,2020-06-06,119690.0,139452.0,0.8582881564982933,4.43,1,"(0.85, 0.9]","(4.0, 4.5]",6
18543,4948,398,Aussie,Broker,2021-03-13,271534.0,353908.0,0.7672445946404151,4.97,0,"(0.75, 0.8]","(4.5, 5.0]",3
18544,510,55,Loan Market,Broker,2023-08-27,295158.0,339164.0,0.8702515597174229,4.54,1,"(0.85, 0.9]","(4.5, 5.0]",8
18545,1860,271,Mortgage Choice,Broker,2017-05-07,422515.0,526496.0,0.8025037227253389,4.68,1,"(0.8, 0.85]","(4.5, 5.0]",5
18546,5062,5,Lendi,Broker,2018-10-20,498191.0,688415.0,0.7236783045110871,4.95,1,"(0.7, 0.75]","(4.5, 5.0]",10
18547,1859,101,Lendi,Online,2022-02-08,297023.0,356602.0,0.8329257828054806,4.8,0,"(0.8, 0.85]","(4.5, 5.0]",2
18548,9106,388,Lendi,Broker,2020-02-12,263098.0,380966.0,0.6906075607797021,5.24,1,"(0.65, 0.7]","(5.0, 5.5]",2
18549,5608,286,Lendi,Broker,2023-04-10,942878.0,1100983.0,0.856396511117792,4.9,1,"(0.85, 0.9]","(4.5, 5.0]",4
18550,2066,468,Mortgage Choice,Online,2020-03-14,397490.0,568777.0,0.6988503402915378,4.1,1,"(0.65, 0.7]","(4.0, 4.5]",3
18551,2967,53,Smartline,Broker,2024-02-14,306212.0,365248.0,0.8383673558787454,5.19,1,"(0.8, 0.85]","(5.0, 5.5]",2
18552,6774,218,Mortgage Choice,Broker,2021-08-24,91357.0,133487.0,0.684388741974874,4.02,0,"(0.65, 0.7]","(4.0, 4.5]",8
18553,7893,329,Aussie,Broker,2023-10-23,272442.0,311336.0,0.875073875170234,5.69,1,"(0.85, 0.9]","(5.5, 6.5]",10
18554,9789,286,Lendi,Broker,2023-09-22,190841.0,291159.0,0.6554528625252869,4.22,0,"(0.65, 0.7]","(4.0, 4.5]",9
18555,4443,492,Loan Market,Broker,2024-03-21,361541.0,443229.0,0.8156979800509443,5.44,0,"(0.8, 0.85]","(5.0, 5.5]",3
18556,9248,240,Lendi,Broker,2024-10-14,260293.0,360216.0,0.7226025495813623,4.54,1,"(0.7, 0.75]","(4.5, 5.0]",10
